encounter_datetime,park_area_id,park_division,encounter_type,simplified_encounter_type,sd_patronscomplied,sd_patronsnocomply,sd_amenity,closed_amenity,closed_patroncount,closed_approach,closed_outcome,park_borough
07/05/2020 10:40:00 AM,Q102,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/05/2020 10:30:00 AM,M186,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/05/2020 10:00:00 AM,Q005,Recreation,Social Distancing,Social Distancing,13,4,Bench/sitting area,,,,,Queens
07/05/2020 10:30:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/05/2020 09:45:00 AM,M047-01,Recreation,Social Distancing,Social Distancing,15,12,Bench/sitting area,,,,,Manhattan
07/05/2020 10:00:00 AM,B245,Recreation,Social Distancing,Social Distancing,,0,Track/field area,,,,,Brooklyn
07/03/2020 10:00:00 AM,B126,Recreation,Social Distancing,Social Distancing,45,0,Playground,,,,,Brooklyn
07/04/2020 03:00:00 PM,Q448,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 01:00:00 PM,Q051,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 10:00:00 AM,Q005-06,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 05:15:00 PM,R046,Recreation,Social Distancing,Social Distancing,50,0,Walking path,,,,,Staten Island
06/04/2020 03:30:00 PM,Q448,Park Administrator Ambassador,Social Distancing,Social Distancing,0,0,Playground,,,,,Queens
06/04/2020 03:15:00 PM,Q448-01,Park Administrator Ambassador,Social Distancing,Social Distancing,2,2,Playground,,,,,Queens
06/04/2020 03:00:00 PM,Q448,Park Administrator Ambassador,Social Distancing,Social Distancing,5,8,Track/field area,,,,,Queens
07/04/2020 04:25:00 PM,M194,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 04:15:00 PM,M015,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 04:00:00 PM,M105-08,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:50:00 PM,M122,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:45:00 PM,M082,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:35:00 PM,M132,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:25:00 PM,M171,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:40:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:10:00 PM,M019,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:00:00 PM,M206,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:40:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:30:00 PM,M022,Recreation,Social Distancing,Social Distancing,250,0,Soccer field,,,,,Manhattan
07/04/2020 04:00:00 PM,M082,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:45:00 PM,M132,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:30:00 PM,M019,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:15:00 PM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:10:00 PM,M178,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:00:00 PM,M194,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:00:00 PM,M014,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 03:00:00 PM,Q015-05,Recreation,Social Distancing,Social Distancing,9,0,Parking Lot,,,,,Queens
07/04/2020 03:15:00 PM,B057,Park Administrator Ambassador,Social Distancing,Social Distancing,0,25,Open field/multi-purpose play area,,,,,Brooklyn
07/14/2020 03:10:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/04/2020 01:00:00 PM,Q051,Park Administrator Ambassador,Social Distancing,Social Distancing,7,7,Playground,,,,,Queens
06/04/2020 09:30:00 AM,Q005,Park Administrator Ambassador,Social Distancing,Social Distancing,27,11,Open field/multi-purpose play area,,,,,Queens
07/04/2020 11:20:00 AM,M064,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 11:05:00 AM,M228,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:55:00 AM,M235,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:44:00 AM,M065,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:35:00 AM,M165,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:23:00 AM,M017,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:15:00 AM,M144-01,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:00:00 AM,M144,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:53:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 09:30:00 AM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 10:50:00 AM,Q102,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/27/2020 12:30:00 PM,M013,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 11:00:00 AM,Q015-05,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 01:25:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/20/2020 03:53:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:50:00 AM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 12:32:00 PM,M242,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 12:27:00 PM,M030,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 12:18:00 PM,M013,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 11:59:00 AM,M025,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 11:47:00 AM,M283-02,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:34:00 AM,M283,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:15:00 AM,M007,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 09:58:00 AM,M005-02,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 09:30:00 AM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 09:30:00 AM,Q024,Recreation,Social Distancing,Social Distancing,5,0,Walking path,,,,,Queens
07/04/2020 10:30:00 AM,M099,Recreation,Social Distancing,Social Distancing,0,0,Open field/multi-purpose play area,,,,,Manhattan
07/04/2020 10:00:00 AM,M037,Recreation,Social Distancing,Social Distancing,0,0,Bench/sitting area,,,,,Manhattan
07/04/2020 12:30:00 PM,B057,Park Administrator Ambassador,Social Distancing,Social Distancing,0,20,Open field/multi-purpose play area,,,,,Brooklyn
07/03/2020 03:53:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 08:00:00 AM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 12:00:00 PM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/04/2020 09:30:00 AM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/04/2020 12:20:00 PM,B057,Park Administrator Ambassador,Social Distancing,Social Distancing,0,60,Open field/multi-purpose play area,,,,,Brooklyn
07/04/2020 10:55:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 08:50:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 12:15:00 PM,B057,Park Administrator Ambassador,Social Distancing,Social Distancing,0,35,Open field/multi-purpose play area,,,,,Brooklyn
07/04/2020 10:30:00 AM,M014,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
06/04/2020 09:30:00 AM,Q005,Park Administrator Ambassador,Social Distancing,Social Distancing,27,11,Open field/multi-purpose play area,,,,,Queens
06/20/2020 12:40:00 PM,Q051,Park Administrator Ambassador,Social Distancing,Social Distancing,0,8,Walking path,,,,,Queens
07/04/2020 11:00:00 AM,M164,Recreation,Social Distancing,Social Distancing,2,2,Adult fitness equipment,,,,,Manhattan
07/04/2020 10:30:00 AM,M022,Recreation,Social Distancing,Social Distancing,215,45,Soccer field,,,,,Manhattan
07/04/2020 10:30:00 AM,M022,Recreation,Social Distancing,Social Distancing,215,45,Soccer field,,,,,Manhattan
07/04/2020 11:00:00 AM,M059,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 11:00:00 AM,M059,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:25:00 AM,M017,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:25:00 AM,M017,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 09:50:00 AM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 09:50:00 AM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 09:30:00 AM,M194,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 09:30:00 AM,M194,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 04:10:00 PM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/04/2020 10:00:00 AM,Q024,Recreation,Social Distancing,Social Distancing,5,0,Walking path,,,,,Queens
07/04/2020 10:00:00 AM,Q024,Recreation,Social Distancing,Social Distancing,11,0,Walking path,,,,,Queens
07/04/2020 10:50:00 AM,Q102,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 10:32:00 AM,Q102-03,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 10:20:00 AM,Q102-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/04/2020 10:30:00 AM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/03/2020 03:53:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 04:00:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 03:30:00 PM,R038A,Recreation,Social Distancing,Social Distancing,20,10,Open field/multi-purpose play area,,,,,Staten Island
07/03/2020 03:15:00 PM,Q099,Recreation,Social Distancing,Social Distancing,243,0,Open field/multi-purpose play area,,,,,Queens
07/03/2020 02:55:00 PM,Q099-18,Recreation,Social Distancing,Social Distancing,26,0,Playground,,,,,Queens
07/03/2020 02:45:00 PM,Q099,Recreation,Social Distancing,Social Distancing,15,0,Playground,,,,,Queens
07/03/2020 02:40:00 PM,Q099-54,Recreation,Social Distancing,Social Distancing,7,0,Playground,,,,,Queens
07/03/2020 02:30:00 PM,Q099-55,Recreation,Social Distancing,Social Distancing,11,0,Playground,,,,,Queens
07/03/2020 02:15:00 PM,Q099-17,Recreation,Social Distancing,Social Distancing,13,0,Playground,,,,,Queens
07/03/2020 04:30:00 PM,M015,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 04:27:00 PM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 04:00:00 PM,Q024,Recreation,Social Distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/03/2020 02:30:00 PM,Q024,Recreation,Social Distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/03/2020 04:00:00 PM,Q024,Recreation,Social Distancing,Social Distancing,3,0,Walking path,,,,,Queens
07/03/2020 03:53:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:53:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 02:30:00 PM,Q024,Recreation,Social Distancing,Social Distancing,4,0,Walking path,,,,,Queens
07/03/2020 03:40:00 PM,M005-02,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:35:00 PM,M046,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 04:00:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 03:40:00 PM,M005-02,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:33:00 PM,MT04,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 04:10:00 PM,Q425-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 03:35:00 PM,M046,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:26:00 PM,M009,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/01/2020 11:30:00 AM,Q024-05,Recreation,Social Distancing,Social Distancing,2,0,Walking path,,,,,Queens
07/03/2020 03:33:00 PM,MT04,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:26:00 PM,M009,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:22:00 PM,MT01,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:22:00 PM,MT01,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:15:00 PM,M386,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:15:00 PM,M386,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 04:10:00 PM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:12:00 PM,M378,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:12:00 PM,M378,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:55:00 PM,M132,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:08:00 PM,M167,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:08:00 PM,M167,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:40:00 PM,M064,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
06/13/2020 04:00:00 PM,M019,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:15:00 PM,M391,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 04:10:00 PM,M105-08,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 02:00:00 PM,M014,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:52:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 03:50:00 PM,Q304,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 03:30:00 PM,Q015-08,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 02:30:00 PM,M011,Recreation,Social Distancing,Social Distancing,2,8,Baseball field,,,,,Manhattan
07/03/2020 03:40:00 PM,M082,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:00:00 PM,M353-01,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 02:30:00 PM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:25:00 PM,M132,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:15:00 PM,M171,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 03:00:00 PM,M228,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:27:00 AM,M064,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:10:00 AM,M235,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:55:00 AM,M065,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:40:00 AM,M165,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:25:00 AM,M017,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:15:00 AM,M144-01,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:00:00 AM,M144,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 02:45:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 01:25:00 PM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 09:30:00 AM,Q024,Recreation,Social Distancing,Social Distancing,4,0,Walking path,,,,,Queens
07/03/2020 09:30:00 AM,Q024,Recreation,Social Distancing,Social Distancing,6,0,Walking path,,,,,Queens
07/03/2020 02:15:00 PM,Q413-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 01:03:00 PM,B245,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/03/2020 10:30:00 AM,M014,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:00:00 AM,B210W,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/03/2020 11:50:00 AM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:42:00 AM,M019,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:28:00 AM,M132,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:08:00 AM,M122,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:53:00 AM,M082,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:37:00 AM,M235,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:28:00 AM,M165,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:13:00 AM,M144,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/02/2020 09:46:00 AM,M017,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 09:30:00 AM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/02/2020 09:03:00 AM,M369,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:50:00 AM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:42:00 AM,M019,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:28:00 AM,M132,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:08:00 AM,M122,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:53:00 AM,M082,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:37:00 AM,M235,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:28:00 AM,M165,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:13:00 AM,M144,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 09:46:00 AM,M017,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 09:30:00 AM,M369,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
06/03/2020 08:00:00 AM,Q099,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 12:44:00 PM,Q104,Recreation,Social Distancing,Social Distancing,40,3,Open field/multi-purpose play area,,,,,Queens
07/03/2020 12:27:00 PM,Q401,Recreation,Social Distancing,Social Distancing,0,4,Bench/sitting area,,,,,Queens
07/03/2020 12:30:00 PM,B057,Park Administrator Ambassador,Social Distancing,Social Distancing,0,21,Open field/multi-purpose play area,,,,,Brooklyn
07/03/2020 12:25:00 PM,M283,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 12:05:00 PM,M005-02,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:45:00 AM,M283-02,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:30:00 AM,M283-01,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 12:13:00 PM,Q319,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 09:30:00 AM,Q308,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 12:15:00 PM,Q426,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 11:53:00 AM,Q304,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 11:59:00 AM,Q218,Recreation,Social Distancing,Social Distancing,10,2,Playground,,,,,Queens
07/03/2020 11:05:00 AM,X217,Recreation,Social Distancing,Social Distancing,0,0,Open field/multi-purpose play area,,,,,Bronx
07/03/2020 11:15:00 AM,X045-03,Recreation,Social Distancing,Social Distancing,0,0,Bench/sitting area,,,,,Bronx
07/03/2020 10:12:00 AM,X045-01,Recreation,Social Distancing,Social Distancing,10,0,Track/field area,,,,,Bronx
07/03/2020 11:00:00 AM,X045-02,Recreation,Social Distancing,Social Distancing,10,0,Track/field area,,,,,Bronx
07/03/2020 11:34:00 AM,Q099-01,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 11:00:00 AM,M353-01,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:30:00 AM,M022,Recreation,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:50:00 AM,M242,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 10:25:00 AM,M015,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 09:50:00 AM,M246,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:25:00 AM,Q377,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 09:30:00 AM,M194,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 09:30:00 AM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/02/2020 04:10:00 PM,M386,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/03/2020 11:12:00 AM,Q428,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 10:00:00 AM,B245,Recreation,Social Distancing,Social Distancing,30,0,Soccer field,,,,,Brooklyn
07/03/2020 10:55:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 09:15:00 AM,Q401,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 10:45:00 AM,Q015-05,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 10:48:00 AM,Q015-08,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 10:40:00 AM,Q102-02,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 10:40:00 AM,Q102-03,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/03/2020 10:00:00 AM,X045-01,Recreation,Social Distancing,Social Distancing,62,0,Playground,,,,,Bronx
07/03/2020 09:00:00 AM,X045-03,Recreation,Social Distancing,Social Distancing,0,0,Playground,,,,,Bronx
06/25/2020 11:40:00 AM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
06/25/2020 11:40:00 AM,Q218,Recreation,No encounter,No Encounter,,,,,,,,Queens
07/02/2020 07:00:00 PM,X104-01,Recreation,Social Distancing,Social Distancing,12,0,Playground,,,,,Bronx
07/02/2020 03:40:00 PM,Q218,Recreation,Social Distancing,Social Distancing,2,0,Playground,,,,,Queens
07/02/2020 09:00:00 AM,B126,Recreation,Social Distancing,Social Distancing,15,0,Track/field area,,,,,Brooklyn
07/01/2020 11:00:00 AM,B126,Recreation,Social Distancing,Social Distancing,27,0,Playground,,,,,Brooklyn
07/02/2020 04:20:00 PM,M178,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/02/2020 01:00:00 PM,R046,Park Administrator Ambassador,Social Distancing,Social Distancing,3,2,Walking path,,,,,Staten Island
07/02/2020 03:00:00 PM,B060,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/02/2020 12:30:00 PM,B210W,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/02/2020 10:00:00 AM,B082,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/02/2020 09:30:00 AM,B035,Recreation,No encounter,No Encounter,,,,,,,,Brooklyn
07/02/2020 04:20:00 PM,M178,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/02/2020 04:10:00 PM,M082,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/02/2020 04:00:00 PM,M122,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/02/2020 03:55:00 PM,M171,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/02/2020 03:45:00 PM,M132,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/02/2020 03:25:00 PM,M019,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
07/02/2020 03:15:00 PM,M206,Aquatics,No encounter,No Encounter,,,,,,,,Manhattan
